0,1,0.00957448
0,4,0.00255366
0,11,0.0186322
1,2,0.00382664
1,24,0.0251408
2,3,0.000337282
2,10,0.00141534
3,4,0.000235388
4,12,0.000612227
5,6,0.0150101
5,10,0.00485828
5,25,0.0325394
6,7,0.00749869
6,26,0.0428633
7,8,0.000924881
7,28,0.0029006
8,9,0.000198841
9,10,0.000530863
11,14,0.0353962
11,36,0.0902354
12,13,0.00184167
13,14,0.0140454
14,39,0.0749415
15,16,0.0200455
15,20,0.035224
15,41,0.102421
16,17,0.00245238
16,21,0.0107639
17,18,0.000601311
17,23,0.000205592
18,19,0.00187155
19,20,0.0128635
19,28,0.00361234
20,27,0.0628449
21,22,0.0043328
21,29,0.0311282
22,23,0.000328761
22,33,0.00144123
24,25,0.0633191
24,37,0.117111
25,34,0.153658
26,27,0.114645
26,35,0.21153
27,44,0.274459
29,30,0.078854
29,42,0.148312
30,31,0.0520552
30,51,0.186285
31,32,0.0139722
32,33,0.00306293
34,35,0.352116
34,46,0.561349
35,48,0.716418
36,37,0.212603
36,38,0.38951
37,45,0.444235
38,40,0.655906
38,52,1.17731
39,40,0.32149
40,60,0.969832
41,42,0.257699
41,43,0.406955
42,49,0.561865
43,44,0.612349
43,56,1.19793
44,47,0.892343
45,46,0.874806
45,53,1.32485
46,54,1.55152
47,48,1.28183
47,61,2.25329
48,55,1.84228
49,50,1.08722
49,57,1.56467
50,51,0.683836
50,69,1.85396
52,53,1.92742
52,59,2.68386
53,63,2.92589
54,55,2.49618
54,64,3.22055
55,66,3.60779
56,57,2.10449
56,62,2.76801
57,67,3.22396
58,59,3.53542
58,60,2.3478
58,78,4.33991
59,70,4.64053
61,62,3.5208
61,65,4.15956
62,74,4.74935
63,64,4.02482
63,71,4.87089
64,72,5.06493
65,66,4.74429
65,79,5.74804
66,73,5.30503
67,68,4.41661
67,75,5.08288
68,69,3.66805
68,87,5.43496
70,71,5.53276
70,77,5.90952
71,81,5.96627
72,73,5.77174
72,82,5.99169
73,84,5.995
74,75,5.6459
74,80,5.93633
75,85,5.99791
76,77,5.98613
76,78,5.81419
76,96,5.75108
77,88,5.56876
79,80,5.98607
79,83,5.83756
80,92,5.39566
81,82,5.90843
81,89,5.47087
82,90,5.41011
83,84,5.58433
83,97,4.52738
84,91,5.11905
85,86,5.74923
85,93,5.13315
86,87,5.98051
86,105,5.2331
88,89,4.71665
88,95,3.91325
89,101,3.68988
90,91,4.52295
90,102,3.64622
91,100,3.48479
92,93,4.20527
92,98,3.49687
93,103,3.19069
94,95,3.13366
94,96,4.27087
94,115,2.35046
95,106,2.05146
97,98,3.052
97,99,2.66244
98,110,1.76883
99,100,2.30859
99,116,1.06989
100,109,1.71864
101,102,2.66211
101,107,1.83937
102,108,1.73928
103,104,2.5027
103,112,1.72834
104,105,3.68295
104,123,1.96831
106,107,1.21763
106,114,0.826837
107,119,0.684416
108,109,1.05156
108,120,0.621619
109,118,0.530505
110,111,0.874499
110,117,0.610278
111,112,0.980748
111,126,0.287624
112,121,0.69083
113,114,0.512164
113,115,0.946413
113,131,0.29894
114,124,0.236967
116,117,0.406792
116,118,0.344547
117,133,0.16688
118,129,0.141377
119,120,0.356227
119,125,0.195393
120,128,0.166454
121,122,0.360613
121,127,0.151273
122,123,0.748251
122,141,0.185598
124,125,0.0974338
124,130,0.0513705
125,138,0.0396172
126,127,0.0757631
126,134,0.0583879
127,139,0.032611
128,129,0.0773897
128,137,0.036427
129,135,0.0466154
130,132,0.0282149
130,142,0.00948072
131,132,0.074778
132,152,0.0159005
133,134,0.0522456
133,136,0.0407992
134,147,0.0148159
135,136,0.0235978
135,146,0.0079529
136,153,0.00603005
137,138,0.0158545
137,145,0.00620223
138,144,0.00705466
139,140,0.0152749
139,149,0.00633138
140,141,0.0352605
140,159,0.00311101
142,143,0.00240466
142,151,0.00117161
143,144,0.00237454
144,155,0.00104488
145,146,0.00212731
145,156,0.000661686
146,157,0.000691403
147,148,0.00327314
147,154,0.00255131
148,149,0.00201051
149,158,0.000548073
150,151,0.00049637
150,152,0.00231146
153,154,0.00128115
153,157,0.000577552
155,156,0.000246689
158,159,0.000270637
