0,1,0.0205332
0,4,0.0041927
0,11,0.0229887
1,2,0.00532378
1,24,0.0406213
2,3,0.000466917
2,10,0.00119957
3,4,0.000375328
4,12,0.000456198
5,6,0.0196126
5,10,0.00583804
5,25,0.0399164
6,7,0.00568786
6,26,0.0314907
7,8,0.000730817
7,28,0.00116748
8,9,0.000288632
9,10,0.000616267
11,14,0.0276504
11,36,0.106312
12,13,0.000683852
13,14,0.00733818
14,39,0.0649766
15,16,0.0338528
15,20,0.0343834
15,41,0.151532
16,17,0.00585774
16,21,0.0317299
17,18,0.000630407
17,23,0.000629682
18,19,0.000831132
19,20,0.00758081
19,28,0.00121104
20,27,0.0427684
21,22,0.0104584
21,29,0.0504123
22,23,0.000937302
22,33,0.00162373
24,25,0.0705097
24,37,0.174592
25,34,0.160581
26,27,0.0623088
26,35,0.156679
27,44,0.21289
29,30,0.0746508
29,42,0.187503
30,31,0.0426571
30,51,0.177412
31,32,0.00796868
32,33,0.00180805
34,35,0.363692
34,46,0.613255
35,48,0.615377
36,37,0.359425
36,38,0.451922
37,45,0.604263
38,40,0.566108
38,52,1.24122
39,40,0.286077
40,60,0.891186
41,42,0.452552
41,43,0.569002
42,49,0.674209
43,44,0.646608
43,56,1.47979
44,47,0.758713
45,46,0.970251
45,53,1.60101
46,54,1.65271
47,48,0.975657
47,61,2.03316
48,55,1.6467
49,50,0.976933
49,57,1.65227
50,51,0.609216
50,69,1.65337
52,53,2.39069
52,59,2.79691
53,63,3.34619
54,55,2.53791
54,64,3.3299
55,66,3.36802
56,57,2.60636
56,62,3.168
57,67,3.42807
58,59,3.23773
58,60,2.1568
58,78,4.02017
59,70,4.64846
61,62,3.61999
61,65,3.92554
62,74,4.9631
63,64,4.20408
63,71,5.17799
64,72,5.17589
65,66,4.27801
65,79,5.56221
66,73,5.15527
67,68,4.28917
67,75,5.2236
68,69,3.39376
68,87,5.2397
70,71,5.73991
70,77,5.91728
71,81,5.99663
72,73,5.82052
72,82,5.99997
73,84,5.99629
74,75,5.82182
74,80,5.98088
75,85,5.99815
76,77,5.99944
76,78,5.65205
76,96,5.88096
77,88,5.59355
79,80,5.98821
79,83,5.94961
80,92,5.38753
81,82,5.87355
81,89,5.32658
82,90,5.2896
83,84,5.86626
83,97,4.94002
84,91,5.29155
85,86,5.77374
85,93,5.06407
86,87,5.99816
86,105,5.18708
88,89,4.47809
88,95,3.91921
89,101,3.53033
90,91,4.37382
90,102,3.54335
91,100,3.69208
92,93,4.15958
92,98,3.56257
93,103,3.35685
94,95,3.41376
94,96,4.6048
94,115,2.78801
95,106,1.9544
97,98,3.22836
97,99,3.12141
98,110,1.73028
99,100,2.86393
99,116,1.37809
100,109,1.91653
101,102,2.66956
101,107,1.70858
102,108,1.65845
103,104,2.63306
103,112,1.88429
104,105,3.4558
104,123,1.75739
106,107,0.996459
106,114,0.773347
107,119,0.63344
108,109,0.990992
108,120,0.63922
109,118,0.612911
110,111,0.844791
110,117,0.616208
111,112,0.97625
111,126,0.24479
112,121,0.720748
113,114,0.638409
113,115,1.26059
113,131,0.424797
114,124,0.209444
116,117,0.486113
116,118,0.452578
117,133,0.157106
118,129,0.164151
119,120,0.406037
119,125,0.167778
120,128,0.193832
121,122,0.409427
121,127,0.149618
122,123,0.712807
122,141,0.203207
124,125,0.0636866
124,130,0.0505965
125,138,0.0372011
126,127,0.0549117
126,134,0.0377917
127,139,0.0326256
128,129,0.0776992
128,137,0.0471083
129,135,0.0506619
130,132,0.0444455
130,142,0.0109749
131,132,0.11367
132,152,0.0267348
133,134,0.0358827
133,136,0.0371337
134,147,0.0067405
135,136,0.0290335
135,146,0.00817911
136,153,0.00497634
137,138,0.0236077
137,145,0.00726823
138,144,0.00721997
139,140,0.018868
139,149,0.00573889
140,141,0.0397902
140,159,0.0037037
142,143,0.00154809
142,151,0.00128791
143,144,0.00142774
144,155,0.00100275
145,146,0.0016973
145,156,0.000775011
146,157,0.00064612
147,148,0.00102906
147,154,0.000845138
148,149,0.000899671
149,158,0.000475266
150,151,0.00093574
150,152,0.00462978
153,154,0.000570851
153,157,0.000450955
155,156,0.000377244
158,159,0.000332897
